<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;05.10.2018;19:49;114900;114930;114900;114920;104
SPFB.RTS-12.18;1;05.10.2018;19:50;114930;115020;114930;114980;524
SPFB.RTS-12.18;1;05.10.2018;19:51;114980;115040;114980;114980;384
SPFB.RTS-12.18;1;05.10.2018;19:52;115000;115000;114960;114980;127
SPFB.RTS-12.18;1;05.10.2018;19:53;114980;115010;114970;114990;174
SPFB.RTS-12.18;1;05.10.2018;19:54;115000;115000;114980;114990;103
SPFB.RTS-12.18;1;05.10.2018;19:55;114990;115030;114990;115010;116
SPFB.RTS-12.18;1;05.10.2018;19:56;115010;115130;115010;115100;805
SPFB.RTS-12.18;1;05.10.2018;19:57;115100;115110;115010;115010;220
SPFB.RTS-12.18;1;05.10.2018;19:58;115020;115040;114990;115030;235
SPFB.RTS-12.18;1;05.10.2018;19:59;115030;115040;114990;115000;174
SPFB.RTS-12.18;1;05.10.2018;20:00;115000;115030;114950;115030;560
SPFB.RTS-12.18;1;05.10.2018;20:01;115020;115040;114950;114960;313
SPFB.RTS-12.18;1;05.10.2018;20:02;114950;114980;114930;114970;260
SPFB.RTS-12.18;1;05.10.2018;20:03;114980;114980;114940;114950;50
SPFB.RTS-12.18;1;05.10.2018;20:04;114950;115000;114950;114960;33
SPFB.RTS-12.18;1;05.10.2018;20:05;114960;114990;114940;114940;154
SPFB.RTS-12.18;1;05.10.2018;20:06;114940;114990;114910;114990;115
SPFB.RTS-12.18;1;05.10.2018;20:07;114990;115000;114960;115000;48
SPFB.RTS-12.18;1;05.10.2018;20:08;114990;114990;114960;114970;29
SPFB.RTS-12.18;1;05.10.2018;20:09;114980;114990;114950;114960;40
SPFB.RTS-12.18;1;05.10.2018;20:10;114960;114990;114940;114950;153
SPFB.RTS-12.18;1;05.10.2018;20:11;114960;114970;114950;114960;50
SPFB.RTS-12.18;1;05.10.2018;20:12;114950;114950;114910;114940;181
SPFB.RTS-12.18;1;05.10.2018;20:13;114930;114930;114900;114910;52
SPFB.RTS-12.18;1;05.10.2018;20:14;114910;114960;114910;114960;85
SPFB.RTS-12.18;1;05.10.2018;20:15;114950;114980;114940;114950;93
SPFB.RTS-12.18;1;05.10.2018;20:16;114980;115030;114970;114990;255
SPFB.RTS-12.18;1;05.10.2018;20:17;114990;115050;114980;115020;99
SPFB.RTS-12.18;1;05.10.2018;20:18;115010;115020;115000;115010;90
SPFB.RTS-12.18;1;05.10.2018;20:19;115020;115050;115020;115030;88
SPFB.RTS-12.18;1;05.10.2018;20:20;115030;115030;114980;115000;68
SPFB.RTS-12.18;1;05.10.2018;20:21;115000;115000;114940;114970;102
SPFB.RTS-12.18;1;05.10.2018;20:22;114960;114960;114900;114910;238
SPFB.RTS-12.18;1;05.10.2018;20:23;114900;114940;114880;114890;82
SPFB.RTS-12.18;1;05.10.2018;20:24;114900;114900;114860;114870;132
SPFB.RTS-12.18;1;05.10.2018;20:25;114870;114890;114860;114890;143
SPFB.RTS-12.18;1;05.10.2018;20:26;114880;114930;114880;114930;117
SPFB.RTS-12.18;1;05.10.2018;20:27;114910;114920;114900;114910;34
SPFB.RTS-12.18;1;05.10.2018;20:28;114920;114920;114830;114900;624
SPFB.RTS-12.18;1;05.10.2018;20:29;114910;114930;114870;114870;271
SPFB.RTS-12.18;1;05.10.2018;20:30;114880;114940;114860;114920;215
SPFB.RTS-12.18;1;05.10.2018;20:31;114920;114970;114920;114940;232
SPFB.RTS-12.18;1;05.10.2018;20:32;114950;114970;114930;114930;91
SPFB.RTS-12.18;1;05.10.2018;20:33;114960;114960;114910;114950;233
SPFB.RTS-12.18;1;05.10.2018;20:34;114950;114960;114910;114930;113
SPFB.RTS-12.18;1;05.10.2018;20:35;114950;114950;114900;114900;136
SPFB.RTS-12.18;1;05.10.2018;20:36;114900;114910;114870;114890;42
SPFB.RTS-12.18;1;05.10.2018;20:37;114880;114900;114870;114890;144
SPFB.RTS-12.18;1;05.10.2018;20:38;114890;114940;114890;114910;162
SPFB.RTS-12.18;1;05.10.2018;20:39;114910;114940;114910;114930;96
SPFB.RTS-12.18;1;05.10.2018;20:40;114930;115000;114930;114960;251
SPFB.RTS-12.18;1;05.10.2018;20:41;114970;115020;114970;115000;189
SPFB.RTS-12.18;1;05.10.2018;20:42;114990;114990;114970;114980;91
SPFB.RTS-12.18;1;05.10.2018;20:43;114990;115000;114960;114960;119
SPFB.RTS-12.18;1;05.10.2018;20:44;114960;114980;114950;114980;57
SPFB.RTS-12.18;1;05.10.2018;20:45;114990;115030;114970;115030;298
SPFB.RTS-12.18;1;05.10.2018;20:46;115040;115040;115010;115030;159
SPFB.RTS-12.18;1;05.10.2018;20:47;115030;115060;115010;115010;179
SPFB.RTS-12.18;1;05.10.2018;20:48;115030;115160;115020;115100;742
SPFB.RTS-12.18;1;05.10.2018;20:49;115100;115140;115070;115130;333
SPFB.RTS-12.18;1;05.10.2018;20:50;115130;115130;115070;115110;221
SPFB.RTS-12.18;1;05.10.2018;20:51;115110;115170;115110;115150;516
SPFB.RTS-12.18;1;05.10.2018;20:52;115150;115170;115120;115130;199
SPFB.RTS-12.18;1;05.10.2018;20:53;115130;115140;115120;115120;57
SPFB.RTS-12.18;1;05.10.2018;20:54;115140;115170;115130;115160;115
SPFB.RTS-12.18;1;05.10.2018;20:55;115160;115250;115150;115190;644
SPFB.RTS-12.18;1;05.10.2018;20:56;115190;115210;115140;115160;220
SPFB.RTS-12.18;1;05.10.2018;20:57;115160;115200;115160;115180;207
SPFB.RTS-12.18;1;05.10.2018;20:58;115170;115170;115120;115140;197
SPFB.RTS-12.18;1;05.10.2018;20:59;115150;115200;115150;115190;118
SPFB.RTS-12.18;1;05.10.2018;21:00;115210;115220;115150;115150;60
SPFB.RTS-12.18;1;05.10.2018;21:01;115160;115210;115160;115160;115
SPFB.RTS-12.18;1;05.10.2018;21:02;115160;115170;115100;115130;198
SPFB.RTS-12.18;1;05.10.2018;21:03;115130;115220;115130;115200;225
SPFB.RTS-12.18;1;05.10.2018;21:04;115200;115210;115180;115190;59
SPFB.RTS-12.18;1;05.10.2018;21:05;115180;115180;115140;115180;101
SPFB.RTS-12.18;1;05.10.2018;21:06;115180;115240;115170;115230;350
SPFB.RTS-12.18;1;05.10.2018;21:07;115220;115240;115180;115180;131
SPFB.RTS-12.18;1;05.10.2018;21:08;115200;115210;115160;115160;123
SPFB.RTS-12.18;1;05.10.2018;21:09;115160;115170;115130;115150;86
SPFB.RTS-12.18;1;05.10.2018;21:10;115150;115150;115120;115130;39
SPFB.RTS-12.18;1;05.10.2018;21:11;115130;115150;115130;115140;41
SPFB.RTS-12.18;1;05.10.2018;21:12;115150;115150;115130;115150;100
SPFB.RTS-12.18;1;05.10.2018;21:13;115150;115150;115120;115120;100
SPFB.RTS-12.18;1;05.10.2018;21:14;115120;115180;115120;115180;118
SPFB.RTS-12.18;1;05.10.2018;21:15;115160;115160;115100;115140;255
SPFB.RTS-12.18;1;05.10.2018;21:16;115130;115140;115100;115100;147
SPFB.RTS-12.18;1;05.10.2018;21:17;115090;115100;115080;115100;80
SPFB.RTS-12.18;1;05.10.2018;21:18;115100;115140;115080;115140;295
SPFB.RTS-12.18;1;05.10.2018;21:19;115120;115210;115120;115210;230
SPFB.RTS-12.18;1;05.10.2018;21:20;115200;115250;115200;115250;330
SPFB.RTS-12.18;1;05.10.2018;21:21;115260;115330;115260;115320;740
SPFB.RTS-12.18;1;05.10.2018;21:22;115310;115330;115270;115310;238
SPFB.RTS-12.18;1;05.10.2018;21:23;115310;115320;115280;115310;58
SPFB.RTS-12.18;1;05.10.2018;21:24;115310;115320;115270;115310;203
SPFB.RTS-12.18;1;05.10.2018;21:25;115320;115340;115290;115340;84
SPFB.RTS-12.18;1;05.10.2018;21:26;115340;115350;115260;115300;321
SPFB.RTS-12.18;1;05.10.2018;21:27;115300;115310;115240;115240;197
SPFB.RTS-12.18;1;05.10.2018;21:28;115240;115260;115240;115250;33
SPFB.RTS-12.18;1;05.10.2018;21:29;115260;115270;115220;115230;204
SPFB.RTS-12.18;1;05.10.2018;21:30;115220;115260;115220;115240;64
SPFB.RTS-12.18;1;05.10.2018;21:31;115250;115310;115220;115290;486
SPFB.RTS-12.18;1;05.10.2018;21:32;115280;115340;115280;115330;240
SPFB.RTS-12.18;1;05.10.2018;21:33;115330;115450;115300;115420;1042
SPFB.RTS-12.18;1;05.10.2018;21:34;115420;115580;115380;115480;1245
SPFB.RTS-12.18;1;05.10.2018;21:35;115480;115480;115400;115400;363
SPFB.RTS-12.18;1;05.10.2018;21:36;115410;115430;115330;115370;349
SPFB.RTS-12.18;1;05.10.2018;21:37;115370;115420;115360;115360;121
SPFB.RTS-12.18;1;05.10.2018;21:38;115360;115380;115320;115340;181
SPFB.RTS-12.18;1;05.10.2018;21:39;115330;115410;115310;115400;180
SPFB.RTS-12.18;1;05.10.2018;21:40;115400;115400;115350;115350;120
SPFB.RTS-12.18;1;05.10.2018;21:41;115380;115410;115370;115390;66
SPFB.RTS-12.18;1;05.10.2018;21:42;115350;115360;115320;115330;44
SPFB.RTS-12.18;1;05.10.2018;21:43;115330;115400;115330;115400;108
SPFB.RTS-12.18;1;05.10.2018;21:44;115390;115490;115390;115480;327
SPFB.RTS-12.18;1;05.10.2018;21:45;115470;115490;115410;115410;190
SPFB.RTS-12.18;1;05.10.2018;21:46;115420;115430;115390;115400;101
SPFB.RTS-12.18;1;05.10.2018;21:47;115390;115390;115360;115380;42
SPFB.RTS-12.18;1;05.10.2018;21:48;115370;115400;115330;115340;83
SPFB.RTS-12.18;1;05.10.2018;21:49;115330;115350;115330;115350;97
SPFB.RTS-12.18;1;05.10.2018;21:50;115360;115380;115350;115370;80
SPFB.RTS-12.18;1;05.10.2018;21:51;115370;115390;115360;115390;134
SPFB.RTS-12.18;1;05.10.2018;21:52;115400;115400;115380;115380;32
SPFB.RTS-12.18;1;05.10.2018;21:53;115390;115400;115370;115380;32
SPFB.RTS-12.18;1;05.10.2018;21:54;115360;115370;115350;115350;45
SPFB.RTS-12.18;1;05.10.2018;21:55;115350;115390;115350;115370;15
SPFB.RTS-12.18;1;05.10.2018;21:56;115380;115400;115380;115400;43
SPFB.RTS-12.18;1;05.10.2018;21:57;115400;115430;115360;115360;200
SPFB.RTS-12.18;1;05.10.2018;21:58;115360;115420;115350;115420;62
SPFB.RTS-12.18;1;05.10.2018;21:59;115430;115450;115400;115400;87
SPFB.RTS-12.18;1;05.10.2018;22:00;115430;115460;115420;115460;40
SPFB.RTS-12.18;1;05.10.2018;22:01;115460;115480;115400;115430;163
SPFB.RTS-12.18;1;05.10.2018;22:02;115430;115440;115400;115400;31
SPFB.RTS-12.18;1;05.10.2018;22:03;115410;115450;115370;115370;115
SPFB.RTS-12.18;1;05.10.2018;22:04;115390;115450;115390;115450;44
SPFB.RTS-12.18;1;05.10.2018;22:05;115450;115470;115410;115420;45
SPFB.RTS-12.18;1;05.10.2018;22:06;115430;115500;115430;115490;164
SPFB.RTS-12.18;1;05.10.2018;22:07;115480;115480;115440;115450;49
SPFB.RTS-12.18;1;05.10.2018;22:08;115450;115490;115440;115470;191
SPFB.RTS-12.18;1;05.10.2018;22:09;115470;115490;115430;115470;72
SPFB.RTS-12.18;1;05.10.2018;22:10;115470;115470;115420;115430;54
SPFB.RTS-12.18;1;05.10.2018;22:11;115430;115430;115410;115420;46
SPFB.RTS-12.18;1;05.10.2018;22:12;115400;115420;115380;115390;56
SPFB.RTS-12.18;1;05.10.2018;22:13;115400;115420;115400;115400;34
SPFB.RTS-12.18;1;05.10.2018;22:14;115410;115450;115410;115430;45
SPFB.RTS-12.18;1;05.10.2018;22:15;115440;115450;115410;115410;25
SPFB.RTS-12.18;1;05.10.2018;22:16;115410;115420;115390;115410;44
SPFB.RTS-12.18;1;05.10.2018;22:17;115400;115400;115350;115350;214
SPFB.RTS-12.18;1;05.10.2018;22:18;115380;115390;115350;115380;41
SPFB.RTS-12.18;1;05.10.2018;22:19;115360;115360;115340;115340;74
SPFB.RTS-12.18;1;05.10.2018;22:20;115340;115340;115340;115340;19
SPFB.RTS-12.18;1;05.10.2018;22:21;115340;115370;115320;115350;83
SPFB.RTS-12.18;1;05.10.2018;22:22;115360;115370;115280;115310;286
SPFB.RTS-12.18;1;05.10.2018;22:23;115310;115340;115290;115330;88
SPFB.RTS-12.18;1;05.10.2018;22:24;115350;115390;115350;115370;80
SPFB.RTS-12.18;1;05.10.2018;22:25;115360;115380;115350;115360;16
SPFB.RTS-12.18;1;05.10.2018;22:26;115360;115370;115330;115330;26
SPFB.RTS-12.18;1;05.10.2018;22:27;115340;115340;115290;115290;97
SPFB.RTS-12.18;1;05.10.2018;22:28;115300;115350;115300;115350;112
SPFB.RTS-12.18;1;05.10.2018;22:29;115360;115370;115350;115360;37
SPFB.RTS-12.18;1;05.10.2018;22:30;115370;115380;115350;115350;50
SPFB.RTS-12.18;1;05.10.2018;22:31;115360;115370;115300;115300;115
SPFB.RTS-12.18;1;05.10.2018;22:32;115330;115330;115300;115310;21
SPFB.RTS-12.18;1;05.10.2018;22:33;115300;115340;115300;115340;41
SPFB.RTS-12.18;1;05.10.2018;22:34;115340;115340;115280;115280;75
SPFB.RTS-12.18;1;05.10.2018;22:35;115280;115300;115220;115220;406
SPFB.RTS-12.18;1;05.10.2018;22:36;115220;115260;115210;115260;62
SPFB.RTS-12.18;1;05.10.2018;22:37;115260;115290;115250;115270;73
SPFB.RTS-12.18;1;05.10.2018;22:38;115270;115340;115270;115340;172
SPFB.RTS-12.18;1;05.10.2018;22:39;115330;115350;115290;115290;84
SPFB.RTS-12.18;1;05.10.2018;22:40;115300;115300;115280;115290;30
SPFB.RTS-12.18;1;05.10.2018;22:41;115280;115310;115270;115310;25
SPFB.RTS-12.18;1;05.10.2018;22:42;115310;115320;115280;115290;117
SPFB.RTS-12.18;1;05.10.2018;22:43;115290;115300;115270;115290;79
SPFB.RTS-12.18;1;05.10.2018;22:44;115300;115370;115300;115360;92
SPFB.RTS-12.18;1;05.10.2018;22:45;115370;115410;115370;115390;134
SPFB.RTS-12.18;1;05.10.2018;22:46;115390;115450;115390;115440;451
SPFB.RTS-12.18;1;05.10.2018;22:47;115450;115480;115420;115420;326
SPFB.RTS-12.18;1;05.10.2018;22:48;115420;115440;115390;115430;164
SPFB.RTS-12.18;1;05.10.2018;22:49;115430;115440;115400;115420;98
SPFB.RTS-12.18;1;05.10.2018;22:50;115430;115470;115430;115460;209
SPFB.RTS-12.18;1;05.10.2018;22:51;115440;115440;115400;115410;73
SPFB.RTS-12.18;1;05.10.2018;22:52;115410;115440;115410;115430;80
SPFB.RTS-12.18;1;05.10.2018;22:53;115430;115430;115400;115420;257
SPFB.RTS-12.18;1;05.10.2018;22:54;115420;115450;115400;115430;243
SPFB.RTS-12.18;1;05.10.2018;22:55;115430;115460;115430;115460;56
SPFB.RTS-12.18;1;05.10.2018;22:56;115470;115650;115460;115590;1301
SPFB.RTS-12.18;1;05.10.2018;22:57;115610;115610;115500;115510;324
SPFB.RTS-12.18;1;05.10.2018;22:58;115510;115610;115500;115590;192
SPFB.RTS-12.18;1;05.10.2018;22:59;115600;115600;115520;115520;322
SPFB.RTS-12.18;1;05.10.2018;23:00;115510;115560;115490;115560;198
SPFB.RTS-12.18;1;05.10.2018;23:01;115550;115570;115520;115520;102
SPFB.RTS-12.18;1;05.10.2018;23:02;115530;115540;115520;115520;35
SPFB.RTS-12.18;1;05.10.2018;23:03;115550;115550;115510;115510;33
SPFB.RTS-12.18;1;05.10.2018;23:04;115510;115540;115510;115530;58
SPFB.RTS-12.18;1;05.10.2018;23:05;115530;115540;115520;115520;19
SPFB.RTS-12.18;1;05.10.2018;23:06;115520;115550;115520;115530;40
SPFB.RTS-12.18;1;05.10.2018;23:07;115540;115560;115540;115540;19
SPFB.RTS-12.18;1;05.10.2018;23:08;115540;115540;115490;115520;137
SPFB.RTS-12.18;1;05.10.2018;23:09;115530;115530;115500;115510;31
SPFB.RTS-12.18;1;05.10.2018;23:10;115510;115510;115500;115510;20
SPFB.RTS-12.18;1;05.10.2018;23:11;115500;115540;115500;115530;81
SPFB.RTS-12.18;1;05.10.2018;23:12;115520;115540;115510;115540;67
SPFB.RTS-12.18;1;05.10.2018;23:13;115530;115540;115530;115530;8
SPFB.RTS-12.18;1;05.10.2018;23:14;115530;115600;115530;115600;258
SPFB.RTS-12.18;1;05.10.2018;23:15;115600;115640;115590;115610;302
SPFB.RTS-12.18;1;05.10.2018;23:16;115610;115620;115590;115590;192
SPFB.RTS-12.18;1;05.10.2018;23:17;115590;115600;115590;115590;13
SPFB.RTS-12.18;1;05.10.2018;23:18;115600;115610;115590;115590;107
SPFB.RTS-12.18;1;05.10.2018;23:19;115590;115600;115590;115600;21
SPFB.RTS-12.18;1;05.10.2018;23:20;115610;115720;115610;115690;543
SPFB.RTS-12.18;1;05.10.2018;23:21;115690;115700;115650;115660;187
SPFB.RTS-12.18;1;05.10.2018;23:22;115650;115680;115650;115660;144
SPFB.RTS-12.18;1;05.10.2018;23:23;115650;115680;115640;115680;105
SPFB.RTS-12.18;1;05.10.2018;23:24;115680;115770;115680;115710;703
SPFB.RTS-12.18;1;05.10.2018;23:25;115710;115730;115690;115700;135
SPFB.RTS-12.18;1;05.10.2018;23:26;115700;115700;115680;115700;104
SPFB.RTS-12.18;1;05.10.2018;23:27;115690;115750;115690;115740;145
SPFB.RTS-12.18;1;05.10.2018;23:28;115730;115760;115730;115740;201
SPFB.RTS-12.18;1;05.10.2018;23:29;115750;115770;115740;115750;138
SPFB.RTS-12.18;1;05.10.2018;23:30;115750;116070;115750;116050;2369
SPFB.RTS-12.18;1;05.10.2018;23:31;116040;116080;115860;115880;1697
SPFB.RTS-12.18;1;05.10.2018;23:32;115880;115940;115870;115920;579
SPFB.RTS-12.18;1;05.10.2018;23:33;115910;115950;115890;115890;256
SPFB.RTS-12.18;1;05.10.2018;23:34;115890;115910;115850;115880;272
SPFB.RTS-12.18;1;05.10.2018;23:35;115890;115900;115870;115900;102
SPFB.RTS-12.18;1;05.10.2018;23:36;115900;116030;115900;115960;763
SPFB.RTS-12.18;1;05.10.2018;23:37;115970;115980;115870;115880;294
SPFB.RTS-12.18;1;05.10.2018;23:38;115880;115910;115850;115890;235
SPFB.RTS-12.18;1;05.10.2018;23:39;115910;115940;115900;115910;177
SPFB.RTS-12.18;1;05.10.2018;23:40;115910;115920;115870;115910;159
SPFB.RTS-12.18;1;05.10.2018;23:41;115910;115960;115880;115950;313
SPFB.RTS-12.18;1;05.10.2018;23:42;115970;116060;115950;116010;538
SPFB.RTS-12.18;1;05.10.2018;23:43;116010;116040;115990;116000;215
SPFB.RTS-12.18;1;05.10.2018;23:44;116000;116070;115990;116070;532
SPFB.RTS-12.18;1;05.10.2018;23:45;116050;116240;116050;116090;1787
SPFB.RTS-12.18;1;05.10.2018;23:46;116090;116090;116020;116090;426
SPFB.RTS-12.18;1;05.10.2018;23:47;116090;116170;116070;116140;439
SPFB.RTS-12.18;1;05.10.2018;23:48;116140;116180;116140;116150;173
SPFB.RTS-12.18;1;05.10.2018;23:49;116140;116160;116110;116160;414
SPFB.RTS-12.18;1;05.10.2018;23:50;116170;116320;116160;116310;935
SPFB.RTS-12.18;1;05.10.2018;10:01;114310;115030;114310;114980;5957
SPFB.RTS-12.18;1;05.10.2018;10:02;114980;115120;114880;114950;4899
SPFB.RTS-12.18;1;05.10.2018;10:03;114960;115000;114820;114880;1876
SPFB.RTS-12.18;1;05.10.2018;10:04;114880;114910;114790;114830;2184
SPFB.RTS-12.18;1;05.10.2018;10:05;114850;114920;114810;114920;1102
SPFB.RTS-12.18;1;05.10.2018;10:06;114920;114930;114810;114810;1378
SPFB.RTS-12.18;1;05.10.2018;10:07;114810;114890;114800;114820;1409
SPFB.RTS-12.18;1;05.10.2018;10:08;114820;114900;114810;114880;992
SPFB.RTS-12.18;1;05.10.2018;10:09;114890;114920;114860;114920;931
SPFB.RTS-12.18;1;05.10.2018;10:10;114920;114950;114890;114890;956
SPFB.RTS-12.18;1;05.10.2018;10:11;114890;115000;114880;114960;2165
SPFB.RTS-12.18;1;05.10.2018;10:12;114960;115000;114920;114920;1063
SPFB.RTS-12.18;1;05.10.2018;10:13;114930;114930;114880;114890;804
SPFB.RTS-12.18;1;05.10.2018;10:14;114880;114950;114880;114940;435
SPFB.RTS-12.18;1;05.10.2018;10:15;114950;115000;114940;114990;1052
SPFB.RTS-12.18;1;05.10.2018;10:16;114980;115160;114970;115140;3559
SPFB.RTS-12.18;1;05.10.2018;10:17;115150;115320;115150;115280;3683
SPFB.RTS-12.18;1;05.10.2018;10:18;115290;115330;115200;115330;2439
SPFB.RTS-12.18;1;05.10.2018;10:19;115320;115360;115230;115290;2615
SPFB.RTS-12.18;1;05.10.2018;10:20;115280;115290;115190;115270;1458
SPFB.RTS-12.18;1;05.10.2018;10:21;115280;115310;115220;115260;1239
SPFB.RTS-12.18;1;05.10.2018;10:22;115260;115310;115220;115300;769
SPFB.RTS-12.18;1;05.10.2018;10:23;115300;115360;115240;115260;1094
SPFB.RTS-12.18;1;05.10.2018;10:24;115250;115270;115160;115180;789
SPFB.RTS-12.18;1;05.10.2018;10:25;115190;115220;115170;115180;840
SPFB.RTS-12.18;1;05.10.2018;10:26;115180;115370;115180;115370;1238
SPFB.RTS-12.18;1;05.10.2018;10:27;115370;115380;115290;115350;810
SPFB.RTS-12.18;1;05.10.2018;10:28;115350;115390;115300;115370;509
SPFB.RTS-12.18;1;05.10.2018;10:29;115370;115550;115340;115500;3786
SPFB.RTS-12.18;1;05.10.2018;10:30;115490;115600;115450;115590;1609
SPFB.RTS-12.18;1;05.10.2018;10:31;115570;115660;115560;115570;1646
SPFB.RTS-12.18;1;05.10.2018;10:32;115560;115640;115540;115620;767
SPFB.RTS-12.18;1;05.10.2018;10:33;115620;115680;115550;115580;1145
SPFB.RTS-12.18;1;05.10.2018;10:34;115560;115570;115450;115500;1679
SPFB.RTS-12.18;1;05.10.2018;10:35;115490;115530;115460;115530;557
SPFB.RTS-12.18;1;05.10.2018;10:36;115510;115600;115480;115540;900
SPFB.RTS-12.18;1;05.10.2018;10:37;115550;115590;115420;115420;1476
SPFB.RTS-12.18;1;05.10.2018;10:38;115420;115480;115290;115310;2405
SPFB.RTS-12.18;1;05.10.2018;10:39;115310;115370;115280;115280;716
SPFB.RTS-12.18;1;05.10.2018;10:40;115280;115390;115280;115320;694
SPFB.RTS-12.18;1;05.10.2018;10:41;115340;115430;115330;115380;879
SPFB.RTS-12.18;1;05.10.2018;10:42;115400;115450;115370;115430;831
SPFB.RTS-12.18;1;05.10.2018;10:43;115430;115440;115360;115410;443
SPFB.RTS-12.18;1;05.10.2018;10:44;115410;115480;115410;115450;448
SPFB.RTS-12.18;1;05.10.2018;10:45;115440;115490;115380;115380;348
SPFB.RTS-12.18;1;05.10.2018;10:46;115380;115550;115380;115500;817
SPFB.RTS-12.18;1;05.10.2018;10:47;115510;115520;115420;115440;669
SPFB.RTS-12.18;1;05.10.2018;10:48;115440;115470;115310;115330;823
SPFB.RTS-12.18;1;05.10.2018;10:49;115330;115470;115290;115460;785
SPFB.RTS-12.18;1;05.10.2018;10:50;115440;115520;115410;115480;495
SPFB.RTS-12.18;1;05.10.2018;10:51;115460;115480;115360;115410;433
SPFB.RTS-12.18;1;05.10.2018;10:52;115420;115480;115390;115400;333
SPFB.RTS-12.18;1;05.10.2018;10:53;115400;115400;115290;115310;576
SPFB.RTS-12.18;1;05.10.2018;10:54;115310;115360;115220;115280;1170
SPFB.RTS-12.18;1;05.10.2018;10:55;115280;115300;115180;115190;1029
SPFB.RTS-12.18;1;05.10.2018;10:56;115190;115260;115190;115190;609
SPFB.RTS-12.18;1;05.10.2018;10:57;115190;115210;115160;115180;553
SPFB.RTS-12.18;1;05.10.2018;10:58;115210;115300;115210;115270;682
SPFB.RTS-12.18;1;05.10.2018;10:59;115270;115290;115200;115200;199
SPFB.RTS-12.18;1;05.10.2018;11:00;115220;115290;115200;115220;502
SPFB.RTS-12.18;1;05.10.2018;11:01;115240;115260;115160;115160;818
SPFB.RTS-12.18;1;05.10.2018;11:02;115160;115200;115130;115140;797
SPFB.RTS-12.18;1;05.10.2018;11:03;115140;115170;115120;115130;669
SPFB.RTS-12.18;1;05.10.2018;11:04;115140;115140;115000;115010;2162
SPFB.RTS-12.18;1;05.10.2018;11:05;115020;115050;114990;115030;860
SPFB.RTS-12.18;1;05.10.2018;11:06;115020;115180;115000;115090;1911
SPFB.RTS-12.18;1;05.10.2018;11:07;115110;115210;115090;115180;1493
SPFB.RTS-12.18;1;05.10.2018;11:08;115190;115290;115130;115130;857
SPFB.RTS-12.18;1;05.10.2018;11:09;115130;115200;115130;115200;290
SPFB.RTS-12.18;1;05.10.2018;11:10;115200;115250;115170;115240;268
SPFB.RTS-12.18;1;05.10.2018;11:11;115240;115280;115180;115250;780
SPFB.RTS-12.18;1;05.10.2018;11:12;115230;115360;115230;115280;1423
SPFB.RTS-12.18;1;05.10.2018;11:13;115280;115350;115260;115320;537
SPFB.RTS-12.18;1;05.10.2018;11:14;115320;115350;115290;115320;284
SPFB.RTS-12.18;1;05.10.2018;11:15;115330;115340;115240;115280;446
SPFB.RTS-12.18;1;05.10.2018;11:16;115290;115330;115250;115270;946
SPFB.RTS-12.18;1;05.10.2018;11:17;115270;115330;115260;115290;422
SPFB.RTS-12.18;1;05.10.2018;11:18;115300;115300;115250;115260;321
SPFB.RTS-12.18;1;05.10.2018;11:19;115260;115300;115250;115280;250
SPFB.RTS-12.18;1;05.10.2018;11:20;115280;115310;115260;115270;243
SPFB.RTS-12.18;1;05.10.2018;11:21;115280;115300;115230;115230;631
SPFB.RTS-12.18;1;05.10.2018;11:22;115230;115240;115140;115210;766
SPFB.RTS-12.18;1;05.10.2018;11:23;115200;115220;115130;115190;863
SPFB.RTS-12.18;1;05.10.2018;11:24;115200;115220;115170;115190;158
SPFB.RTS-12.18;1;05.10.2018;11:25;115190;115200;115160;115180;280
SPFB.RTS-12.18;1;05.10.2018;11:26;115180;115180;115090;115130;577
SPFB.RTS-12.18;1;05.10.2018;11:27;115140;115150;115080;115120;592
SPFB.RTS-12.18;1;05.10.2018;11:28;115110;115120;114890;114940;2486
SPFB.RTS-12.18;1;05.10.2018;11:29;114940;114940;114720;114800;2174
SPFB.RTS-12.18;1;05.10.2018;11:30;114800;114870;114790;114800;1159
SPFB.RTS-12.18;1;05.10.2018;11:31;114810;114850;114790;114800;921
SPFB.RTS-12.18;1;05.10.2018;11:32;114800;114810;114730;114790;1121
SPFB.RTS-12.18;1;05.10.2018;11:33;114800;114810;114710;114800;1087
SPFB.RTS-12.18;1;05.10.2018;11:34;114800;114820;114750;114810;708
SPFB.RTS-12.18;1;05.10.2018;11:35;114810;114840;114730;114740;953
SPFB.RTS-12.18;1;05.10.2018;11:36;114740;114800;114620;114650;2062
SPFB.RTS-12.18;1;05.10.2018;11:37;114660;114660;114550;114580;1494
SPFB.RTS-12.18;1;05.10.2018;11:38;114570;114590;114430;114440;2393
SPFB.RTS-12.18;1;05.10.2018;11:39;114440;114530;114430;114520;816
SPFB.RTS-12.18;1;05.10.2018;11:40;114500;114510;114450;114470;691
SPFB.RTS-12.18;1;05.10.2018;11:41;114460;114500;114390;114480;1599
SPFB.RTS-12.18;1;05.10.2018;11:42;114470;114540;114470;114520;899
SPFB.RTS-12.18;1;05.10.2018;11:43;114530;114580;114510;114560;825
SPFB.RTS-12.18;1;05.10.2018;11:44;114570;114610;114470;114480;776
SPFB.RTS-12.18;1;05.10.2018;11:45;114480;114530;114440;114470;633
