<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;05.12.2018;11:06;113510;113590;113500;113590;747
SPFB.RTS-12.18;1;05.12.2018;11:07;113580;113650;113540;113650;938
SPFB.RTS-12.18;1;05.12.2018;11:08;113650;113660;113570;113590;535
SPFB.RTS-12.18;1;05.12.2018;11:09;113590;113660;113590;113640;352
SPFB.RTS-12.18;1;05.12.2018;11:10;113640;113660;113580;113580;302
SPFB.RTS-12.18;1;05.12.2018;11:11;113580;113640;113570;113610;225
SPFB.RTS-12.18;1;05.12.2018;11:12;113630;113730;113630;113720;581
SPFB.RTS-12.18;1;05.12.2018;11:13;113710;113730;113660;113690;660
SPFB.RTS-12.18;1;05.12.2018;11:14;113690;113730;113690;113710;360
SPFB.RTS-12.18;1;05.12.2018;11:15;113700;113700;113440;113450;2134
SPFB.RTS-12.18;1;05.12.2018;11:16;113440;113520;113400;113500;1516
SPFB.RTS-12.18;1;05.12.2018;11:17;113500;113520;113440;113480;853
SPFB.RTS-12.18;1;05.12.2018;11:18;113470;113480;113410;113460;442
SPFB.RTS-12.18;1;05.12.2018;11:19;113470;113490;113430;113430;322
SPFB.RTS-12.18;1;05.12.2018;11:20;113430;113440;113340;113400;1197
SPFB.RTS-12.18;1;05.12.2018;11:21;113400;113490;113390;113470;638
SPFB.RTS-12.18;1;05.12.2018;11:22;113470;113510;113420;113490;562
SPFB.RTS-12.18;1;05.12.2018;11:23;113480;113490;113430;113480;443
SPFB.RTS-12.18;1;05.12.2018;11:24;113480;113520;113470;113510;312
SPFB.RTS-12.18;1;05.12.2018;11:25;113500;113510;113460;113460;231
SPFB.RTS-12.18;1;05.12.2018;11:26;113450;113460;113360;113370;751
SPFB.RTS-12.18;1;05.12.2018;11:27;113360;113430;113350;113400;447
SPFB.RTS-12.18;1;05.12.2018;11:28;113400;113430;113360;113420;278
SPFB.RTS-12.18;1;05.12.2018;11:29;113410;113460;113400;113460;374
SPFB.RTS-12.18;1;05.12.2018;11:30;113460;113500;113450;113470;484
SPFB.RTS-12.18;1;05.12.2018;11:31;113460;113560;113450;113540;1396
SPFB.RTS-12.18;1;05.12.2018;11:32;113550;113600;113510;113590;696
SPFB.RTS-12.18;1;05.12.2018;11:33;113590;113790;113590;113770;2131
SPFB.RTS-12.18;1;05.12.2018;11:34;113760;113790;113740;113750;1431
SPFB.RTS-12.18;1;05.12.2018;11:35;113750;113830;113720;113800;2005
SPFB.RTS-12.18;1;05.12.2018;11:36;113790;113830;113750;113790;886
SPFB.RTS-12.18;1;05.12.2018;11:37;113770;113790;113740;113770;355
SPFB.RTS-12.18;1;05.12.2018;11:38;113760;113800;113740;113770;641
SPFB.RTS-12.18;1;05.12.2018;11:39;113780;113800;113750;113800;593
SPFB.RTS-12.18;1;05.12.2018;11:40;113800;113840;113790;113830;1045
SPFB.RTS-12.18;1;05.12.2018;11:41;113830;113830;113780;113780;542
SPFB.RTS-12.18;1;05.12.2018;11:42;113790;113820;113780;113810;675
SPFB.RTS-12.18;1;05.12.2018;11:43;113810;113820;113780;113800;451
SPFB.RTS-12.18;1;05.12.2018;11:44;113800;113890;113800;113890;944
SPFB.RTS-12.18;1;05.12.2018;11:45;113890;113900;113840;113850;702
SPFB.RTS-12.18;1;05.12.2018;11:46;113860;113900;113850;113870;715
SPFB.RTS-12.18;1;05.12.2018;11:47;113860;113870;113830;113860;405
SPFB.RTS-12.18;1;05.12.2018;11:48;113860;113910;113860;113870;544
SPFB.RTS-12.18;1;05.12.2018;11:49;113880;113910;113870;113870;601
SPFB.RTS-12.18;1;05.12.2018;11:50;113870;113940;113870;113930;803
SPFB.RTS-12.18;1;05.12.2018;11:51;113940;113970;113880;113880;1375
SPFB.RTS-12.18;1;05.12.2018;11:52;113890;113890;113850;113860;444
SPFB.RTS-12.18;1;05.12.2018;11:53;113860;113900;113850;113860;344
SPFB.RTS-12.18;1;05.12.2018;11:54;113870;113890;113860;113870;159
SPFB.RTS-12.18;1;05.12.2018;11:55;113880;113890;113800;113830;1379
SPFB.RTS-12.18;1;05.12.2018;11:56;113840;113900;113840;113870;295
SPFB.RTS-12.18;1;05.12.2018;11:57;113860;113920;113860;113900;306
SPFB.RTS-12.18;1;05.12.2018;11:58;113890;113970;113890;113930;581
SPFB.RTS-12.18;1;05.12.2018;11:59;113940;113970;113930;113950;529
SPFB.RTS-12.18;1;05.12.2018;12:00;113950;113970;113890;113910;392
SPFB.RTS-12.18;1;05.12.2018;12:01;113920;114020;113910;114000;1997
SPFB.RTS-12.18;1;05.12.2018;12:02;114010;114030;113890;113970;1075
SPFB.RTS-12.18;1;05.12.2018;12:03;113970;114020;113910;113940;506
SPFB.RTS-12.18;1;05.12.2018;12:04;113950;114000;113940;113990;342
SPFB.RTS-12.18;1;05.12.2018;12:05;113980;114020;113960;113970;434
SPFB.RTS-12.18;1;05.12.2018;12:06;113980;113990;113950;113990;437
SPFB.RTS-12.18;1;05.12.2018;12:07;113980;113990;113940;113980;551
SPFB.RTS-12.18;1;05.12.2018;12:08;113980;113990;113940;113980;344
SPFB.RTS-12.18;1;05.12.2018;12:09;113980;114020;113960;113990;423
SPFB.RTS-12.18;1;05.12.2018;12:10;113990;114000;113940;113960;427
SPFB.RTS-12.18;1;05.12.2018;12:11;113960;113980;113940;113980;194
SPFB.RTS-12.18;1;05.12.2018;12:12;113980;114000;113950;113980;279
SPFB.RTS-12.18;1;05.12.2018;12:13;113970;113980;113900;113900;572
SPFB.RTS-12.18;1;05.12.2018;12:14;113910;113940;113890;113890;359
SPFB.RTS-12.18;1;05.12.2018;12:15;113890;113920;113870;113870;393
SPFB.RTS-12.18;1;05.12.2018;12:16;113880;113920;113860;113910;522
SPFB.RTS-12.18;1;05.12.2018;12:17;113910;113910;113860;113860;267
SPFB.RTS-12.18;1;05.12.2018;12:18;113860;113890;113850;113870;180
SPFB.RTS-12.18;1;05.12.2018;12:19;113880;113910;113870;113900;403
SPFB.RTS-12.18;1;05.12.2018;12:20;113900;113920;113850;113850;832
SPFB.RTS-12.18;1;05.12.2018;12:21;113860;113900;113810;113880;904
SPFB.RTS-12.18;1;05.12.2018;12:22;113870;113890;113840;113840;153
SPFB.RTS-12.18;1;05.12.2018;12:23;113850;113890;113830;113880;301
SPFB.RTS-12.18;1;05.12.2018;12:24;113880;113910;113860;113860;200
SPFB.RTS-12.18;1;05.12.2018;12:25;113860;113870;113820;113840;496
SPFB.RTS-12.18;1;05.12.2018;12:26;113850;113890;113850;113860;131
SPFB.RTS-12.18;1;05.12.2018;12:27;113860;113880;113820;113850;145
SPFB.RTS-12.18;1;05.12.2018;12:28;113850;113860;113820;113830;196
SPFB.RTS-12.18;1;05.12.2018;12:29;113830;113840;113780;113810;560
SPFB.RTS-12.18;1;05.12.2018;12:30;113810;113870;113810;113860;247
SPFB.RTS-12.18;1;05.12.2018;12:31;113850;113900;113850;113900;417
SPFB.RTS-12.18;1;05.12.2018;12:32;113900;113940;113880;113910;525
SPFB.RTS-12.18;1;05.12.2018;12:33;113920;113930;113870;113900;218
SPFB.RTS-12.18;1;05.12.2018;12:34;113920;113940;113880;113890;146
SPFB.RTS-12.18;1;05.12.2018;12:35;113900;113930;113900;113920;148
SPFB.RTS-12.18;1;05.12.2018;12:36;113920;113980;113910;113960;537
SPFB.RTS-12.18;1;05.12.2018;12:37;113970;113990;113960;113980;439
SPFB.RTS-12.18;1;05.12.2018;12:38;113990;113990;113950;113980;279
SPFB.RTS-12.18;1;05.12.2018;12:39;113980;114000;113940;113940;352
SPFB.RTS-12.18;1;05.12.2018;12:40;113940;113950;113890;113920;320
SPFB.RTS-12.18;1;05.12.2018;12:41;113920;113970;113910;113970;156
SPFB.RTS-12.18;1;05.12.2018;12:42;113980;114000;113920;113930;301
SPFB.RTS-12.18;1;05.12.2018;12:43;113920;114000;113920;113990;131
SPFB.RTS-12.18;1;05.12.2018;12:44;114000;114000;113970;113980;348
SPFB.RTS-12.18;1;05.12.2018;12:45;114000;114000;113950;113990;204
SPFB.RTS-12.18;1;05.12.2018;12:46;113990;114020;113920;113950;580
SPFB.RTS-12.18;1;05.12.2018;12:47;113960;113990;113930;113950;192
SPFB.RTS-12.18;1;05.12.2018;12:48;113950;113960;113940;113940;336
SPFB.RTS-12.18;1;05.12.2018;12:49;113950;113970;113930;113970;166
SPFB.RTS-12.18;1;05.12.2018;12:50;113980;113990;113940;113950;164
SPFB.RTS-12.18;1;05.12.2018;12:51;113960;113960;113920;113920;183
SPFB.RTS-12.18;1;05.12.2018;12:52;113930;113960;113920;113960;117
SPFB.RTS-12.18;1;05.12.2018;12:53;113950;114040;113950;114010;631
SPFB.RTS-12.18;1;05.12.2018;12:54;114020;114020;113950;113970;391
SPFB.RTS-12.18;1;05.12.2018;12:55;113960;114020;113960;113960;549
SPFB.RTS-12.18;1;05.12.2018;12:56;113950;113990;113910;113920;630
SPFB.RTS-12.18;1;05.12.2018;12:57;113930;113940;113900;113920;219
SPFB.RTS-12.18;1;05.12.2018;12:58;113930;113990;113930;113980;356
SPFB.RTS-12.18;1;05.12.2018;12:59;113990;114010;113960;113990;302
SPFB.RTS-12.18;1;05.12.2018;13:00;113990;114000;113950;113970;192
SPFB.RTS-12.18;1;05.12.2018;13:01;113970;114080;113960;114050;1075
SPFB.RTS-12.18;1;05.12.2018;13:02;114050;114130;114010;114070;1651
SPFB.RTS-12.18;1;05.12.2018;13:03;114070;114110;114060;114090;576
SPFB.RTS-12.18;1;05.12.2018;13:04;114100;114120;114060;114060;497
SPFB.RTS-12.18;1;05.12.2018;13:05;114060;114090;114060;114080;754
SPFB.RTS-12.18;1;05.12.2018;13:06;114080;114100;114070;114080;616
SPFB.RTS-12.18;1;05.12.2018;13:07;114090;114120;114070;114100;921
SPFB.RTS-12.18;1;05.12.2018;13:08;114110;114120;114080;114090;452
SPFB.RTS-12.18;1;05.12.2018;13:09;114090;114170;114090;114140;802
SPFB.RTS-12.18;1;05.12.2018;13:10;114150;114170;114110;114130;715
SPFB.RTS-12.18;1;05.12.2018;13:11;114140;114170;114130;114160;318
SPFB.RTS-12.18;1;05.12.2018;13:12;114160;114160;114130;114130;127
SPFB.RTS-12.18;1;05.12.2018;13:13;114130;114160;114120;114140;312
SPFB.RTS-12.18;1;05.12.2018;13:14;114140;114150;114120;114130;253
SPFB.RTS-12.18;1;05.12.2018;13:15;114130;114190;114130;114190;774
SPFB.RTS-12.18;1;05.12.2018;13:16;114180;114250;114170;114210;1759
SPFB.RTS-12.18;1;05.12.2018;13:17;114200;114220;114180;114180;713
SPFB.RTS-12.18;1;05.12.2018;13:18;114170;114220;114160;114160;848
SPFB.RTS-12.18;1;05.12.2018;13:19;114170;114170;114080;114100;973
SPFB.RTS-12.18;1;05.12.2018;13:20;114110;114120;114090;114100;278
SPFB.RTS-12.18;1;05.12.2018;13:21;114100;114130;114080;114120;444
SPFB.RTS-12.18;1;05.12.2018;13:22;114110;114160;114100;114130;246
SPFB.RTS-12.18;1;05.12.2018;13:23;114140;114140;114110;114130;143
SPFB.RTS-12.18;1;05.12.2018;13:24;114110;114140;114110;114120;109
SPFB.RTS-12.18;1;05.12.2018;13:25;114120;114130;114100;114100;295
SPFB.RTS-12.18;1;05.12.2018;13:26;114110;114200;114100;114190;698
SPFB.RTS-12.18;1;05.12.2018;13:27;114180;114200;114160;114170;445
SPFB.RTS-12.18;1;05.12.2018;13:28;114150;114170;114120;114140;172
SPFB.RTS-12.18;1;05.12.2018;13:29;114140;114180;114130;114130;174
SPFB.RTS-12.18;1;05.12.2018;13:30;114140;114180;114130;114130;204
SPFB.RTS-12.18;1;05.12.2018;13:31;114130;114150;114120;114140;191
SPFB.RTS-12.18;1;05.12.2018;13:32;114140;114140;114110;114110;103
SPFB.RTS-12.18;1;05.12.2018;13:33;114110;114130;114090;114120;170
SPFB.RTS-12.18;1;05.12.2018;13:34;114110;114130;114090;114090;313
SPFB.RTS-12.18;1;05.12.2018;13:35;114090;114110;114080;114090;209
SPFB.RTS-12.18;1;05.12.2018;13:36;114100;114110;114080;114090;460
SPFB.RTS-12.18;1;05.12.2018;13:37;114090;114110;114070;114100;390
SPFB.RTS-12.18;1;05.12.2018;13:38;114100;114130;114070;114120;238
SPFB.RTS-12.18;1;05.12.2018;13:39;114110;114130;114090;114100;147
SPFB.RTS-12.18;1;05.12.2018;13:40;114100;114120;114090;114120;230
SPFB.RTS-12.18;1;05.12.2018;13:41;114110;114190;114110;114180;338
SPFB.RTS-12.18;1;05.12.2018;13:42;114180;114190;114140;114160;181
SPFB.RTS-12.18;1;05.12.2018;13:43;114170;114180;114140;114180;220
SPFB.RTS-12.18;1;05.12.2018;13:44;114180;114190;114160;114180;259
SPFB.RTS-12.18;1;05.12.2018;13:45;114190;114320;114180;114240;2614
SPFB.RTS-12.18;1;05.12.2018;13:46;114230;114250;114220;114240;509
SPFB.RTS-12.18;1;05.12.2018;13:47;114230;114280;114230;114260;573
SPFB.RTS-12.18;1;05.12.2018;13:48;114250;114260;114200;114220;412
SPFB.RTS-12.18;1;05.12.2018;13:49;114230;114250;114200;114240;217
SPFB.RTS-12.18;1;05.12.2018;13:50;114240;114260;114200;114220;95
SPFB.RTS-12.18;1;05.12.2018;13:51;114220;114240;114180;114200;295
SPFB.RTS-12.18;1;05.12.2018;13:52;114200;114220;114170;114190;167
SPFB.RTS-12.18;1;05.12.2018;13:53;114180;114200;114170;114200;190
SPFB.RTS-12.18;1;05.12.2018;13:54;114200;114210;114180;114190;130
SPFB.RTS-12.18;1;05.12.2018;13:55;114190;114190;114170;114170;156
SPFB.RTS-12.18;1;05.12.2018;13:56;114170;114220;114170;114220;210
SPFB.RTS-12.18;1;05.12.2018;13:57;114210;114250;114200;114220;595
SPFB.RTS-12.18;1;05.12.2018;13:58;114230;114260;114220;114220;676
SPFB.RTS-12.18;1;05.12.2018;13:59;114230;114240;114210;114220;124
SPFB.RTS-12.18;1;05.12.2018;14:00;114220;114230;114190;114230;622
SPFB.RTS-12.18;1;05.12.2018;14:06;114230;114280;114230;114230;719
SPFB.RTS-12.18;1;05.12.2018;14:07;114220;114250;114180;114180;507
SPFB.RTS-12.18;1;05.12.2018;14:08;114180;114190;114130;114150;611
SPFB.RTS-12.18;1;05.12.2018;14:09;114150;114230;114150;114200;637
SPFB.RTS-12.18;1;05.12.2018;14:10;114190;114260;114190;114250;470
SPFB.RTS-12.18;1;05.12.2018;14:11;114250;114310;114240;114280;473
SPFB.RTS-12.18;1;05.12.2018;14:12;114290;114310;114270;114290;321
SPFB.RTS-12.18;1;05.12.2018;14:13;114280;114300;114260;114270;256
SPFB.RTS-12.18;1;05.12.2018;14:14;114280;114300;114250;114250;335
SPFB.RTS-12.18;1;05.12.2018;14:15;114250;114300;114250;114290;161
SPFB.RTS-12.18;1;05.12.2018;14:16;114290;114300;114230;114270;271
SPFB.RTS-12.18;1;05.12.2018;14:17;114260;114260;114170;114190;1115
SPFB.RTS-12.18;1;05.12.2018;14:18;114190;114220;114170;114180;1033
SPFB.RTS-12.18;1;05.12.2018;14:19;114190;114190;114160;114190;286
SPFB.RTS-12.18;1;05.12.2018;14:20;114190;114190;114150;114170;191
SPFB.RTS-12.18;1;05.12.2018;14:21;114170;114200;114170;114190;295
SPFB.RTS-12.18;1;05.12.2018;14:22;114170;114220;114170;114190;574
SPFB.RTS-12.18;1;05.12.2018;14:23;114180;114220;114160;114190;845
SPFB.RTS-12.18;1;05.12.2018;14:24;114190;114210;114160;114160;966
SPFB.RTS-12.18;1;05.12.2018;14:25;114170;114180;114150;114180;478
SPFB.RTS-12.18;1;05.12.2018;14:26;114170;114210;114160;114180;531
SPFB.RTS-12.18;1;05.12.2018;14:27;114180;114180;114160;114170;250
SPFB.RTS-12.18;1;05.12.2018;14:28;114180;114190;114170;114170;118
SPFB.RTS-12.18;1;05.12.2018;14:29;114180;114200;114170;114200;187
SPFB.RTS-12.18;1;05.12.2018;14:30;114190;114200;114160;114180;228
SPFB.RTS-12.18;1;05.12.2018;14:31;114170;114180;114130;114140;703
SPFB.RTS-12.18;1;05.12.2018;14:32;114140;114180;114130;114180;272
SPFB.RTS-12.18;1;05.12.2018;14:33;114180;114190;114170;114190;195
SPFB.RTS-12.18;1;05.12.2018;14:34;114190;114220;114170;114180;308
SPFB.RTS-12.18;1;05.12.2018;14:35;114170;114200;114160;114200;118
SPFB.RTS-12.18;1;05.12.2018;14:36;114200;114210;114170;114190;177
SPFB.RTS-12.18;1;05.12.2018;14:37;114180;114230;114180;114200;240
SPFB.RTS-12.18;1;05.12.2018;14:38;114200;114230;114200;114210;189
SPFB.RTS-12.18;1;05.12.2018;14:39;114210;114260;114200;114240;402
SPFB.RTS-12.18;1;05.12.2018;14:40;114250;114290;114240;114270;469
SPFB.RTS-12.18;1;05.12.2018;14:41;114270;114290;114270;114280;221
SPFB.RTS-12.18;1;05.12.2018;14:42;114270;114280;114250;114280;206
SPFB.RTS-12.18;1;05.12.2018;14:43;114280;114310;114270;114280;415
SPFB.RTS-12.18;1;05.12.2018;14:44;114280;114300;114260;114290;171
SPFB.RTS-12.18;1;05.12.2018;14:45;114290;114290;114260;114270;164
SPFB.RTS-12.18;1;05.12.2018;14:46;114270;114280;114240;114250;276
SPFB.RTS-12.18;1;05.12.2018;14:47;114250;114260;114240;114250;242
SPFB.RTS-12.18;1;05.12.2018;14:48;114240;114240;114200;114230;564
SPFB.RTS-12.18;1;05.12.2018;14:49;114240;114240;114220;114220;111
SPFB.RTS-12.18;1;05.12.2018;14:50;114220;114220;114170;114170;235
SPFB.RTS-12.18;1;05.12.2018;14:51;114190;114230;114180;114220;181
SPFB.RTS-12.18;1;05.12.2018;14:52;114220;114230;114200;114210;161
SPFB.RTS-12.18;1;05.12.2018;14:53;114210;114220;114170;114190;394
SPFB.RTS-12.18;1;05.12.2018;14:54;114180;114200;114130;114160;820
SPFB.RTS-12.18;1;05.12.2018;14:55;114160;114170;114110;114150;559
SPFB.RTS-12.18;1;05.12.2018;14:56;114140;114200;114140;114200;241
SPFB.RTS-12.18;1;05.12.2018;14:57;114180;114200;114180;114200;105
SPFB.RTS-12.18;1;05.12.2018;14:58;114190;114200;114180;114200;224
SPFB.RTS-12.18;1;05.12.2018;14:59;114190;114220;114180;114210;125
SPFB.RTS-12.18;1;05.12.2018;15:00;114220;114270;114210;114250;432
SPFB.RTS-12.18;1;05.12.2018;15:01;114260;114270;114220;114240;600
SPFB.RTS-12.18;1;05.12.2018;15:02;114250;114270;114230;114270;161
SPFB.RTS-12.18;1;05.12.2018;15:03;114260;114300;114260;114290;336
SPFB.RTS-12.18;1;05.12.2018;15:04;114290;114410;114260;114360;2000
SPFB.RTS-12.18;1;05.12.2018;15:05;114360;114400;114340;114380;719
SPFB.RTS-12.18;1;05.12.2018;15:06;114380;114470;114370;114420;1639
SPFB.RTS-12.18;1;05.12.2018;15:07;114430;114430;114380;114390;462
SPFB.RTS-12.18;1;05.12.2018;15:08;114390;114400;114370;114390;428
SPFB.RTS-12.18;1;05.12.2018;15:09;114390;114400;114380;114400;440
SPFB.RTS-12.18;1;05.12.2018;15:10;114380;114400;114370;114370;297
SPFB.RTS-12.18;1;05.12.2018;15:11;114380;114400;114370;114390;252
SPFB.RTS-12.18;1;05.12.2018;15:12;114390;114540;114390;114470;3970
SPFB.RTS-12.18;1;05.12.2018;15:13;114480;114500;114440;114460;522
SPFB.RTS-12.18;1;05.12.2018;15:14;114470;114490;114450;114460;514
SPFB.RTS-12.18;1;05.12.2018;15:15;114460;114470;114360;114380;742
SPFB.RTS-12.18;1;05.12.2018;15:16;114370;114410;114360;114380;294
SPFB.RTS-12.18;1;05.12.2018;15:17;114380;114410;114370;114380;353
SPFB.RTS-12.18;1;05.12.2018;15:18;114370;114400;114360;114370;540
SPFB.RTS-12.18;1;05.12.2018;15:19;114380;114380;114330;114360;566
SPFB.RTS-12.18;1;05.12.2018;15:20;114360;114360;114330;114350;616
SPFB.RTS-12.18;1;05.12.2018;15:21;114340;114370;114310;114330;405
SPFB.RTS-12.18;1;05.12.2018;15:22;114340;114420;114340;114420;425
SPFB.RTS-12.18;1;05.12.2018;15:23;114410;114440;114400;114410;278
SPFB.RTS-12.18;1;05.12.2018;15:24;114410;114410;114370;114380;191
SPFB.RTS-12.18;1;05.12.2018;15:25;114380;114410;114350;114410;267
SPFB.RTS-12.18;1;05.12.2018;15:26;114400;114420;114370;114390;383
SPFB.RTS-12.18;1;05.12.2018;15:27;114380;114410;114370;114410;350
SPFB.RTS-12.18;1;05.12.2018;15:28;114410;114430;114360;114390;516
SPFB.RTS-12.18;1;05.12.2018;15:29;114390;114400;114360;114390;247
SPFB.RTS-12.18;1;05.12.2018;15:30;114390;114390;114370;114390;85
SPFB.RTS-12.18;1;05.12.2018;15:31;114380;114430;114380;114400;180
SPFB.RTS-12.18;1;05.12.2018;15:32;114400;114410;114380;114390;102
SPFB.RTS-12.18;1;05.12.2018;15:33;114390;114420;114360;114380;334
SPFB.RTS-12.18;1;05.12.2018;15:34;114370;114440;114370;114390;649
SPFB.RTS-12.18;1;05.12.2018;15:35;114390;114410;114380;114400;158
SPFB.RTS-12.18;1;05.12.2018;15:36;114400;114430;114380;114420;238
SPFB.RTS-12.18;1;05.12.2018;15:37;114420;114450;114400;114440;157
SPFB.RTS-12.18;1;05.12.2018;15:38;114440;114500;114430;114460;731
SPFB.RTS-12.18;1;05.12.2018;15:39;114460;114490;114440;114490;273
SPFB.RTS-12.18;1;05.12.2018;15:40;114480;114520;114460;114520;492
SPFB.RTS-12.18;1;05.12.2018;15:41;114510;114520;114470;114500;639
SPFB.RTS-12.18;1;05.12.2018;15:42;114500;114510;114480;114480;313
SPFB.RTS-12.18;1;05.12.2018;15:43;114480;114580;114480;114550;1429
SPFB.RTS-12.18;1;05.12.2018;15:44;114550;114570;114530;114530;651
SPFB.RTS-12.18;1;05.12.2018;15:45;114530;114560;114510;114510;702
SPFB.RTS-12.18;1;05.12.2018;15:46;114520;114550;114500;114510;532
SPFB.RTS-12.18;1;05.12.2018;15:47;114500;114560;114500;114530;293
SPFB.RTS-12.18;1;05.12.2018;15:48;114520;114540;114490;114500;183
SPFB.RTS-12.18;1;05.12.2018;15:49;114510;114550;114500;114530;195
SPFB.RTS-12.18;1;05.12.2018;15:50;114540;114560;114530;114530;274
SPFB.RTS-12.18;1;05.12.2018;15:51;114530;114530;114510;114510;210
SPFB.RTS-12.18;1;05.12.2018;15:52;114520;114520;114490;114500;296
SPFB.RTS-12.18;1;05.12.2018;15:53;114500;114520;114490;114500;293
SPFB.RTS-12.18;1;05.12.2018;15:54;114500;114520;114490;114510;218
SPFB.RTS-12.18;1;05.12.2018;15:55;114520;114520;114500;114500;117
SPFB.RTS-12.18;1;05.12.2018;15:56;114500;114530;114500;114510;77
SPFB.RTS-12.18;1;05.12.2018;15:57;114510;114530;114510;114530;106
SPFB.RTS-12.18;1;05.12.2018;15:58;114530;114550;114510;114520;313
SPFB.RTS-12.18;1;05.12.2018;15:59;114510;114530;114500;114520;97
SPFB.RTS-12.18;1;05.12.2018;16:00;114520;114620;114500;114530;1384
SPFB.RTS-12.18;1;05.12.2018;16:01;114510;114560;114490;114490;410
SPFB.RTS-12.18;1;05.12.2018;16:02;114500;114510;114450;114450;739
SPFB.RTS-12.18;1;05.12.2018;16:03;114450;114490;114450;114480;406
SPFB.RTS-12.18;1;05.12.2018;16:04;114480;114500;114460;114490;420
SPFB.RTS-12.18;1;05.12.2018;16:05;114500;114500;114430;114430;438
SPFB.RTS-12.18;1;05.12.2018;16:06;114430;114480;114430;114470;386
SPFB.RTS-12.18;1;05.12.2018;16:07;114460;114480;114460;114470;210
SPFB.RTS-12.18;1;05.12.2018;16:08;114450;114470;114430;114460;171
SPFB.RTS-12.18;1;05.12.2018;16:09;114460;114460;114430;114450;138
SPFB.RTS-12.18;1;05.12.2018;16:10;114450;114470;114440;114450;153
SPFB.RTS-12.18;1;05.12.2018;16:11;114450;114470;114440;114450;63
SPFB.RTS-12.18;1;05.12.2018;16:12;114450;114460;114440;114460;175
SPFB.RTS-12.18;1;05.12.2018;16:13;114460;114460;114440;114450;84
SPFB.RTS-12.18;1;05.12.2018;16:14;114460;114470;114440;114440;260
SPFB.RTS-12.18;1;05.12.2018;16:15;114430;114450;114410;114420;432
SPFB.RTS-12.18;1;05.12.2018;16:16;114430;114440;114410;114410;205
SPFB.RTS-12.18;1;05.12.2018;16:17;114410;114420;114380;114390;642
SPFB.RTS-12.18;1;05.12.2018;16:18;114390;114420;114380;114390;619
SPFB.RTS-12.18;1;05.12.2018;16:19;114390;114400;114380;114390;138
SPFB.RTS-12.18;1;05.12.2018;16:20;114390;114400;114370;114390;306
SPFB.RTS-12.18;1;05.12.2018;16:21;114390;114400;114370;114390;308
SPFB.RTS-12.18;1;05.12.2018;16:22;114400;114440;114400;114420;187
SPFB.RTS-12.18;1;05.12.2018;16:23;114420;114480;114420;114460;486
SPFB.RTS-12.18;1;05.12.2018;16:24;114480;114480;114450;114470;147
SPFB.RTS-12.18;1;05.12.2018;16:25;114460;114510;114450;114500;626
SPFB.RTS-12.18;1;05.12.2018;16:26;114500;114510;114400;114420;1002
SPFB.RTS-12.18;1;05.12.2018;16:27;114410;114460;114390;114420;329
SPFB.RTS-12.18;1;05.12.2018;16:28;114410;114410;114350;114400;638
SPFB.RTS-12.18;1;05.12.2018;16:29;114400;114400;114390;114390;59
SPFB.RTS-12.18;1;05.12.2018;16:30;114390;114430;114390;114430;238
SPFB.RTS-12.18;1;05.12.2018;16:31;114430;114460;114420;114460;382
SPFB.RTS-12.18;1;05.12.2018;16:32;114450;114470;114410;114430;271
SPFB.RTS-12.18;1;05.12.2018;16:33;114440;114450;114420;114440;262
SPFB.RTS-12.18;1;05.12.2018;16:34;114440;114460;114390;114430;234
SPFB.RTS-12.18;1;05.12.2018;16:35;114430;114440;114400;114410;147
SPFB.RTS-12.18;1;05.12.2018;16:36;114410;114430;114370;114370;523
SPFB.RTS-12.18;1;05.12.2018;16:37;114370;114390;114360;114380;384
SPFB.RTS-12.18;1;05.12.2018;16:38;114380;114380;114310;114340;554
SPFB.RTS-12.18;1;05.12.2018;16:39;114340;114340;114210;114260;1393
SPFB.RTS-12.18;1;05.12.2018;16:40;114260;114270;114170;114230;1045
SPFB.RTS-12.18;1;05.12.2018;16:41;114230;114270;114210;114230;598
SPFB.RTS-12.18;1;05.12.2018;16:42;114230;114290;114220;114290;526
SPFB.RTS-12.18;1;05.12.2018;16:43;114300;114350;114300;114300;678
SPFB.RTS-12.18;1;05.12.2018;16:44;114310;114310;114270;114300;198
SPFB.RTS-12.18;1;05.12.2018;16:45;114280;114310;114270;114310;87
SPFB.RTS-12.18;1;05.12.2018;16:46;114300;114340;114290;114310;156
SPFB.RTS-12.18;1;05.12.2018;16:47;114320;114330;114310;114320;94
SPFB.RTS-12.18;1;05.12.2018;16:48;114330;114340;114310;114320;166
SPFB.RTS-12.18;1;05.12.2018;16:49;114330;114340;114310;114310;60
SPFB.RTS-12.18;1;05.12.2018;16:50;114320;114320;114240;114250;412
SPFB.RTS-12.18;1;05.12.2018;16:51;114260;114310;114260;114280;459
SPFB.RTS-12.18;1;05.12.2018;16:52;114280;114330;114280;114310;215
SPFB.RTS-12.18;1;05.12.2018;16:53;114320;114320;114290;114300;196
SPFB.RTS-12.18;1;05.12.2018;16:54;114300;114330;114290;114320;230
SPFB.RTS-12.18;1;05.12.2018;16:55;114310;114390;114310;114360;646
SPFB.RTS-12.18;1;05.12.2018;16:56;114380;114450;114380;114430;869
SPFB.RTS-12.18;1;05.12.2018;16:57;114440;114460;114430;114440;187
